GlyTouCanAccession	MotifAccession	Label	Alignment
G52361ZH	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G52362GH	GGM.000001	Type 2 LN	Substructure
G52362GH	GGM.000018	Lewis x	Substructure
G52362GH	GGM.000022	Sialyl Lewis x	Nonreducing-End
G52362GH	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G52363CV	GGM.000001	Type 2 LN	Substructure
G52367SW	GGM.000001	Type 2 LN	Substructure
G52367SW	GGM.000018	Lewis x	Substructure
G52367SW	GGM.000022	Sialyl Lewis x	Nonreducing-End
G52367SW	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G52375TU	GGM.000001	Type 2 LN	Substructure
G52375TU	GGM.000005	Type 1 LN	Substructure
G52375TU	GGM.000018	Lewis x	Substructure
G52375TU	GGM.000019	Lewis y	Substructure
G52375TU	GGM.000020	Lewis a	Substructure
G52375TU	GGM.000021	Lewis b	Substructure
G52375TU	GGM.000036	Blood group H (type 2)	Substructure
G52375TU	GGM.000042	Blood group H (type 1)	Substructure
G52375TU	GGM.000045	Blood group H (type 2) - Lewis y	Substructure
G52376IF	GGM.000001	Type 2 LN	Substructure
G52376IF	GGM.000005	Type 1 LN	Substructure
G52376IF	GGM.000042	Blood group H (type 1)	Substructure
G52380FC	GGM.000001	Type 2 LN	Substructure
G52380FC	GGM.000002	Type 2 LN2	Substructure
G52380FC	GGM.000005	Type 1 LN	Substructure
G52380FC	GGM.000006	Type 1 LN2	Substructure
G52380FC	GGM.000018	Lewis x	Substructure
G52380FC	GGM.000020	Lewis a	Substructure
G52380FC	GGM.000031	Lex-Lex	Substructure
G52380IS	GGM.000001	Type 2 LN	Substructure
G52383QH	GGM.000001	Type 2 LN	Substructure
G52388RL	GGM.000001	Type 2 LN	Substructure
G52388RL	GGM.000005	Type 1 LN	Substructure
G52388RL	GGM.000018	Lewis x	Substructure
G52388RL	GGM.000020	Lewis a	Substructure
G52388RL	GGM.000021	Lewis b	Substructure
G52388RL	GGM.000042	Blood group H (type 1)	Substructure
G52393JB	GGM.000001	Type 2 LN	Substructure
G52393JB	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G52402OJ	GGM.000001	Type 2 LN	Substructure
G52402OJ	GGM.000002	Type 2 LN2	Substructure
G52402OJ	GGM.000005	Type 1 LN	Substructure
G52402OJ	GGM.000018	Lewis x	Substructure
G52407QQ	GGM.000001	Type 2 LN	Substructure
G52407QQ	GGM.000002	Type 2 LN2	Substructure
G52407QQ	GGM.000005	Type 1 LN	Substructure
G52407QQ	GGM.000006	Type 1 LN2	Substructure
G52407QQ	GGM.000018	Lewis x	Substructure
G52407QQ	GGM.000020	Lewis a	Substructure
G52428MJ	GGM.000001	Type 2 LN	Substructure
G52428YY	GGM.000016	LacdiNAc	Substructure
G52441NC	GGM.000001	Type 2 LN	Substructure
G52447UD	GGM.000001	Type 2 LN	Substructure
G52447UD	GGM.000005	Type 1 LN	Substructure
G52450CX	GGM.000005	Type 1 LN	Substructure
G52457VS	GGM.000001	Type 2 LN	Substructure
G52457VS	GGM.000002	Type 2 LN2	Substructure
G52457VS	GGM.000004	i antigen	Substructure
G52457VS	GGM.000005	Type 1 LN	Substructure
G52457VS	GGM.000006	Type 1 LN2	Substructure
G52457VS	GGM.000007	Type 1 LN3	Substructure
G52457VS	GGM.000018	Lewis x	Substructure
G52457VS	GGM.000020	Lewis a	Substructure
G52457VS	GGM.000022	Sialyl Lewis x	Nonreducing-End
G52457VS	GGM.000024	Sialyl Lewis a	Nonreducing-End
G52457VS	GGM.000031	Lex-Lex	Substructure
G52457VS	GGM.000032	SDLex	Nonreducing-End
G52457VS	GGM.000033	VIM-2	Nonreducing-End
G52457VS	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G52460GS	GGM.000001	Type 2 LN	Substructure
G52460GS	GGM.000015	a-Gal antigen	Substructure
G52460GS	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G52460PC	GGM.000001	Type 2 LN	Substructure
G52460PC	GGM.000035	6-Sialyl-GalNAc	Nonreducing-End
G52466LR	GGM.000016	LacdiNAc	Substructure
G52471BY	GGM.000001	Type 2 LN	Substructure
G52475CU	GGM.000015	a-Gal antigen	Substructure
G52477OC	GGM.000016	LacdiNAc	Substructure
G52483OL	GGM.000001	Type 2 LN	Substructure
G52483OL	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G52486LX	GGM.000001	Type 2 LN	Substructure
G52486LX	GGM.000018	Lewis x	Substructure
G52486LX	GGM.000019	Lewis y	Substructure
G52486LX	GGM.000036	Blood group H (type 2)	Substructure
G52486LX	GGM.000045	Blood group H (type 2) - Lewis y	Substructure
G52488RZ	GGM.000001	Type 2 LN	Substructure
G52488RZ	GGM.000005	Type 1 LN	Substructure
G52488RZ	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G52512BG	GGM.000001	Type 2 LN	Substructure
G52512BG	GGM.000002	Type 2 LN2	Substructure
G52512BG	GGM.000004	i antigen	Substructure
G52512BG	GGM.000005	Type 1 LN	Substructure
G52512BG	GGM.000006	Type 1 LN2	Substructure
G52512BG	GGM.000007	Type 1 LN3	Substructure
G52512BG	GGM.000018	Lewis x	Substructure
G52512BG	GGM.000019	Lewis y	Substructure
G52512BG	GGM.000020	Lewis a	Substructure
G52512BG	GGM.000021	Lewis b	Substructure
G52512BG	GGM.000031	Lex-Lex	Substructure
G52512BG	GGM.000036	Blood group H (type 2)	Substructure
G52512BG	GGM.000042	Blood group H (type 1)	Substructure
G52512BG	GGM.000045	Blood group H (type 2) - Lewis y	Substructure
G52512ZN	GGM.000001	Type 2 LN	Substructure
G52512ZN	GGM.000005	Type 1 LN	Substructure
G52512ZN	GGM.000018	Lewis x	Substructure
G52512ZN	GGM.000020	Lewis a	Substructure
G52512ZN	GGM.000022	Sialyl Lewis x	Nonreducing-End
G52512ZN	GGM.000024	Sialyl Lewis a	Nonreducing-End
G52512ZN	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G52515QC	GGM.000001	Type 2 LN	Substructure
G52515QC	GGM.000036	Blood group H (type 2)	Substructure
G52515SO	GGM.000001	Type 2 LN	Substructure
G52515SO	GGM.000005	Type 1 LN	Substructure
G52522DG	GGM.000001	Type 2 LN	Substructure
G52522DG	GGM.000005	Type 1 LN	Substructure
G52524GO	GGM.000001	Type 2 LN	Substructure
G52524GO	GGM.000005	Type 1 LN	Substructure
G52526MZ	GGM.000001	Type 2 LN	Substructure
G52526MZ	GGM.000002	Type 2 LN2	Substructure
G52526MZ	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G52537WA	GGM.000001	Type 2 LN	Substructure
G52537WA	GGM.000005	Type 1 LN	Substructure
G52537WA	GGM.000016	LacdiNAc	Substructure
G52537WA	GGM.000018	Lewis x	Substructure
G52537WA	GGM.000020	Lewis a	Substructure
G52541KL	GGM.000001	Type 2 LN	Substructure
G52541KL	GGM.000005	Type 1 LN	Substructure
G52541KL	GGM.000015	a-Gal antigen	Substructure
G52543RB	GGM.000001	Type 2 LN	Substructure
G52543RB	GGM.000002	Type 2 LN2	Substructure
G52543RB	GGM.000005	Type 1 LN	Substructure
G52543RB	GGM.000006	Type 1 LN2	Substructure
G52543RB	GGM.000018	Lewis x	Substructure
G52543RB	GGM.000019	Lewis y	Substructure
G52543RB	GGM.000020	Lewis a	Substructure
G52543RB	GGM.000021	Lewis b	Substructure
G52543RB	GGM.000031	Lex-Lex	Substructure
G52543RB	GGM.000036	Blood group H (type 2)	Substructure
G52543RB	GGM.000042	Blood group H (type 1)	Substructure
G52543RB	GGM.000045	Blood group H (type 2) - Lewis y	Substructure
G52546IU	GGM.000001	Type 2 LN	Substructure
G52546IU	GGM.000002	Type 2 LN2	Substructure
G52546IU	GGM.000003	I antigen	Substructure
G52546IU	GGM.000005	Type 1 LN	Substructure
G52546IU	GGM.000006	Type 1 LN2	Substructure
G52546IU	GGM.000036	Blood group H (type 2)	Substructure
G52546IU	GGM.000042	Blood group H (type 1)	Substructure
G52547JZ	GGM.000001	Type 2 LN	Substructure
G52547JZ	GGM.000036	Blood group H (type 2)	Substructure
G52558CF	GGM.000001	Type 2 LN	Substructure
G52558KX	GGM.000001	Type 2 LN	Substructure
G52565ZR	GGM.000001	Type 2 LN	Substructure
G52565ZR	GGM.000005	Type 1 LN	Substructure
G52567OL	GGM.000001	Type 2 LN	Substructure
G52567OL	GGM.000036	Blood group H (type 2)	Substructure
G52576WH	GGM.000001	Type 2 LN	Substructure
G52582MX	GGM.000001	Type 2 LN	Substructure
G52582MX	GGM.000005	Type 1 LN	Substructure
G52582MX	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G52584LQ	GGM.000001	Type 2 LN	Substructure
G52584LQ	GGM.000005	Type 1 LN	Substructure
G52584LQ	GGM.000036	Blood group H (type 2)	Substructure
G52584LQ	GGM.000042	Blood group H (type 1)	Substructure
G52595TD	GGM.000001	Type 2 LN	Substructure
G52595TD	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G52596KQ	GGM.000001	Type 2 LN	Substructure
G52596KQ	GGM.000018	Lewis x	Substructure
G52599ZE	GGM.000015	a-Gal antigen	Substructure
G52603AI	GGM.000001	Type 2 LN	Substructure
G52604VL	GGM.000001	Type 2 LN	Substructure
G52604VL	GGM.000002	Type 2 LN2	Substructure
G52604VL	GGM.000005	Type 1 LN	Substructure
G52604VL	GGM.000006	Type 1 LN2	Substructure
G52604VL	GGM.000036	Blood group H (type 2)	Substructure
G52604VL	GGM.000042	Blood group H (type 1)	Substructure
G52608IK	GGM.000001	Type 2 LN	Substructure
G52608IK	GGM.000002	Type 2 LN2	Substructure
G52608IK	GGM.000005	Type 1 LN	Substructure
G52608IK	GGM.000042	Blood group H (type 1)	Substructure
G52608KW	GGM.000001	Type 2 LN	Substructure
G52621OJ	GGM.000001	Type 2 LN	Substructure
G52621OJ	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G52622SW	GGM.000001	Type 2 LN	Substructure
G52622SW	GGM.000005	Type 1 LN	Substructure
G52622YD	GGM.000016	LacdiNAc	Substructure
G52627IB	GGM.000001	Type 2 LN	Substructure
G52627IB	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G52629RQ	GGM.000001	Type 2 LN	Substructure
G52629RQ	GGM.000005	Type 1 LN	Substructure
G52629RQ	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G52632FK	GGM.000001	Type 2 LN	Substructure
G52632FK	GGM.000018	Lewis x	Substructure
G52633YA	GGM.000001	Type 2 LN	Substructure
G52639VC	GGM.000001	Type 2 LN	Substructure
G52640UQ	GGM.000001	Type 2 LN	Substructure
G52640UQ	GGM.000005	Type 1 LN	Substructure
G52640UQ	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G52652AM	GGM.000001	Type 2 LN	Substructure
G52652AM	GGM.000005	Type 1 LN	Substructure
G52663AD	GGM.000001	Type 2 LN	Substructure
G52667KU	GGM.000001	Type 2 LN	Substructure
G52671WK	GGM.000001	Type 2 LN	Substructure
G52671WK	GGM.000018	Lewis x	Substructure
G52674BA	GGM.000001	Type 2 LN	Substructure
G52674BA	GGM.000005	Type 1 LN	Substructure
G52674YL	GGM.000001	Type 2 LN	Substructure
G52674YL	GGM.000018	Lewis x	Substructure
G52676LZ	GGM.000001	Type 2 LN	Substructure
G52676LZ	GGM.000016	LacdiNAc	Substructure
G52676LZ	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G52676LZ	GGM.000049	4'-sulfated LDN	Substructure
G52676LZ	GGM.000051	Sda/CT antigen	Substructure
G52677OK	GGM.000001	Type 2 LN	Substructure
G52681LT	GGM.000001	Type 2 LN	Substructure
G52681LT	GGM.000005	Type 1 LN	Substructure
G52681LT	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G52692IB	GGM.000001	Type 2 LN	Substructure
G52692IB	GGM.000036	Blood group H (type 2)	Substructure
G52701UC	GGM.000001	Type 2 LN	Substructure
G52708NG	GGM.000001	Type 2 LN	Substructure
G52708NG	GGM.000005	Type 1 LN	Substructure
G52708NG	GGM.000018	Lewis x	Substructure
G52708NG	GGM.000020	Lewis a	Substructure
G52708NG	GGM.000036	Blood group H (type 2)	Substructure
G52708NG	GGM.000042	Blood group H (type 1)	Substructure
G52713HV	GGM.000001	Type 2 LN	Substructure
G52713HV	GGM.000005	Type 1 LN	Substructure
G52713HV	GGM.000042	Blood group H (type 1)	Substructure
G52724WY	GGM.000001	Type 2 LN	Substructure
G52724WY	GGM.000015	a-Gal antigen	Substructure
G52731TX	GGM.000001	Type 2 LN	Substructure
G52731TX	GGM.000005	Type 1 LN	Substructure
G52731TX	GGM.000018	Lewis x	Substructure
G52731TX	GGM.000020	Lewis a	Substructure
G52731TX	GGM.000022	Sialyl Lewis x	Nonreducing-End
G52731TX	GGM.000024	Sialyl Lewis a	Nonreducing-End
G52731TX	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G52732EM	GGM.000001	Type 2 LN	Substructure
G52732EM	GGM.000005	Type 1 LN	Substructure
G52732EM	GGM.000018	Lewis x	Substructure
G52732EM	GGM.000020	Lewis a	Substructure
G52737IA	GGM.000001	Type 2 LN	Substructure
G52737IA	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G52738OC	GGM.000001	Type 2 LN	Substructure
G52738OC	GGM.000005	Type 1 LN	Substructure
G52738OC	GGM.000015	a-Gal antigen	Substructure
G52738OC	GGM.000018	Lewis x	Substructure
G52738OC	GGM.000020	Lewis a	Substructure
G52741UF	GGM.000005	Type 1 LN	Substructure
G52741UF	GGM.000042	Blood group H (type 1)	Substructure
G52747ZF	GGM.000005	Type 1 LN	Substructure
G52759XA	GGM.000001	Type 2 LN	Substructure
G52759XA	GGM.000018	Lewis x	Substructure
G52759XA	GGM.000035	6-Sialyl-GalNAc	Nonreducing-End
G52763WY	GGM.000001	Type 2 LN	Substructure
G52763WY	GGM.000002	Type 2 LN2	Substructure
G52763WY	GGM.000005	Type 1 LN	Substructure
G52763WY	GGM.000006	Type 1 LN2	Substructure
G52763WY	GGM.000018	Lewis x	Substructure
G52763WY	GGM.000020	Lewis a	Substructure
G52763WY	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G52764DM	GGM.000001	Type 2 LN	Substructure
G52764DM	GGM.000002	Type 2 LN2	Substructure
G52764DM	GGM.000004	i antigen	Substructure
G52764DM	GGM.000005	Type 1 LN	Substructure
G52764DM	GGM.000006	Type 1 LN2	Substructure
G52764DM	GGM.000007	Type 1 LN3	Substructure
G52764DM	GGM.000018	Lewis x	Substructure
G52764DM	GGM.000020	Lewis a	Substructure
G52770HR	GGM.000001	Type 2 LN	Substructure
G52772MU	GGM.000001	Type 2 LN	Substructure
G52772MU	GGM.000005	Type 1 LN	Substructure
G52772MU	GGM.000015	a-Gal antigen	Substructure
G52773AW	GGM.000001	Type 2 LN	Substructure
G52773YO	GGM.000001	Type 2 LN	Substructure
G52776UT	GGM.000016	LacdiNAc	Substructure
G52777FJ	GGM.000001	Type 2 LN	Substructure
G52782YT	GGM.000001	Type 2 LN	Substructure
G52782YT	GGM.000005	Type 1 LN	Substructure
G52782YT	GGM.000018	Lewis x	Substructure
G52782YT	GGM.000020	Lewis a	Substructure
G52782YT	GGM.000036	Blood group H (type 2)	Substructure
G52782YT	GGM.000042	Blood group H (type 1)	Substructure
G52790YS	GGM.000001	Type 2 LN	Substructure
G52790YS	GGM.000002	Type 2 LN2	Substructure
G52790YS	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G52792TO	GGM.000001	Type 2 LN	Substructure
G52792TO	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G52792TO	GGM.000051	Sda/CT antigen	Substructure
G52792TO	GGM.000097	Sialopentaosylceramide	Whole-Glycan
G52792XQ	GGM.000001	Type 2 LN	Substructure
G52792XQ	GGM.000005	Type 1 LN	Substructure
G52792XQ	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G52793JJ	GGM.000001	Type 2 LN	Substructure
G52793JJ	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G52794ID	GGM.000001	Type 2 LN	Substructure
G52794ID	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G52794WN	GGM.000001	Type 2 LN	Substructure
G52794WN	GGM.000005	Type 1 LN	Substructure
G52801WH	GGM.000001	Type 2 LN	Substructure
G52801WH	GGM.000005	Type 1 LN	Substructure
G52801WH	GGM.000015	a-Gal antigen	Substructure
G52802XR	GGM.000001	Type 2 LN	Substructure
G52802XR	GGM.000002	Type 2 LN2	Substructure
G52802XR	GGM.000015	a-Gal antigen	Substructure
G52802XR	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G52803GQ	GGM.000001	Type 2 LN	Substructure
G52803GQ	GGM.000005	Type 1 LN	Substructure
G52803GQ	GGM.000016	LacdiNAc	Substructure
G52805ZP	GGM.000001	Type 2 LN	Substructure
G52805ZP	GGM.000018	Lewis x	Substructure
G52805ZP	GGM.000019	Lewis y	Substructure
G52805ZP	GGM.000036	Blood group H (type 2)	Substructure
G52805ZP	GGM.000045	Blood group H (type 2) - Lewis y	Substructure
G52805ZP	GGM.000057	O-Mannose Lex	Core
G52809WZ	GGM.000001	Type 2 LN	Substructure
G52809WZ	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G52814NP	GGM.000005	Type 1 LN	Substructure
G52814NP	GGM.000020	Lewis a	Substructure
G52814NP	GGM.000035	6-Sialyl-GalNAc	Nonreducing-End
G52823TN	GGM.000001	Type 2 LN	Substructure
G52823TN	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G52835TI	GGM.000001	Type 2 LN	Substructure
G52835TI	GGM.000005	Type 1 LN	Substructure
G52835TI	GGM.000018	Lewis x	Substructure
G52835TI	GGM.000020	Lewis a	Substructure
G52839BU	GGM.000001	Type 2 LN	Substructure
G52839BU	GGM.000002	Type 2 LN2	Substructure
G52839BU	GGM.000018	Lewis x	Substructure
G52839BU	GGM.000019	Lewis y	Substructure
G52839BU	GGM.000036	Blood group H (type 2)	Substructure
G52839BU	GGM.000045	Blood group H (type 2) - Lewis y	Substructure
G52845RN	GGM.000001	Type 2 LN	Substructure
G52858ZO	GGM.000001	Type 2 LN	Substructure
G52858ZO	GGM.000005	Type 1 LN	Substructure
G52858ZO	GGM.000015	a-Gal antigen	Substructure
G52858ZO	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G52868BZ	GGM.000001	Type 2 LN	Substructure
G52874TF	GGM.000001	Type 2 LN	Substructure
G52874TF	GGM.000005	Type 1 LN	Substructure
G52877MJ	GGM.000001	Type 2 LN	Substructure
G52880ZF	GGM.000001	Type 2 LN	Substructure
G52880ZF	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G52880ZN	GGM.000001	Type 2 LN	Substructure
G52880ZN	GGM.000018	Lewis x	Substructure
G52886CK	GGM.000001	Type 2 LN	Substructure
G52886CK	GGM.000002	Type 2 LN2	Substructure
G52886CK	GGM.000018	Lewis x	Substructure
G52886RR	GGM.000001	Type 2 LN	Substructure
G52886RR	GGM.000036	Blood group H (type 2)	Substructure
G52887ZR	GGM.000013	Sialyl T antigen	Whole-Glycan
G52892OT	GGM.000001	Type 2 LN	Substructure
G52892OT	GGM.000018	Lewis x	Substructure
G52902AR	GGM.000001	Type 2 LN	Substructure
G52904KC	GGM.000001	Type 2 LN	Substructure
G52904KC	GGM.000036	Blood group H (type 2)	Substructure
G52904KC	GGM.000038	Blood group A (type 2)	Substructure
G52904TE	GGM.000001	Type 2 LN	Substructure
G52915NJ	GGM.000001	Type 2 LN	Substructure
G52915NJ	GGM.000002	Type 2 LN2	Substructure
G52915NJ	GGM.000005	Type 1 LN	Substructure
G52915NJ	GGM.000018	Lewis x	Substructure
G52915NJ	GGM.000031	Lex-Lex	Substructure
G52916PO	GGM.000001	Type 2 LN	Substructure
G52919XH	GGM.000001	Type 2 LN	Substructure
G52919XH	GGM.000005	Type 1 LN	Substructure
G52919XH	GGM.000042	Blood group H (type 1)	Substructure
G52921KE	GGM.000001	Type 2 LN	Substructure
G52921KE	GGM.000002	Type 2 LN2	Substructure
G52921KE	GGM.000005	Type 1 LN	Substructure
G52921KE	GGM.000006	Type 1 LN2	Substructure
G52921KE	GGM.000015	a-Gal antigen	Substructure
G52921KE	GGM.000018	Lewis x	Substructure
G52921KE	GGM.000019	Lewis y	Substructure
G52921KE	GGM.000020	Lewis a	Substructure
G52921KE	GGM.000021	Lewis b	Substructure
G52921KE	GGM.000036	Blood group H (type 2)	Substructure
G52921KE	GGM.000037	Blood group B (type 2)	Substructure
G52921KE	GGM.000042	Blood group H (type 1)	Substructure
G52921KE	GGM.000043	Blood group B (type 1)	Substructure
G52921KE	GGM.000045	Blood group H (type 2) - Lewis y	Substructure
G52921KE	GGM.000046	Blood group B (type 1) - Lewis b	Substructure
G52928OQ	GGM.000001	Type 2 LN	Substructure
G52932JK	GGM.000001	Type 2 LN	Substructure
G52932JK	GGM.000015	a-Gal antigen	Substructure
G52932JK	GGM.000018	Lewis x	Substructure
G52933VP	GGM.000001	Type 2 LN	Substructure
G52934AK	GGM.000001	Type 2 LN	Substructure
G52935OC	GGM.000001	Type 2 LN	Substructure
G52935OC	GGM.000015	a-Gal antigen	Substructure
G52935RP	GGM.000005	Type 1 LN	Substructure
G52937XP	GGM.000001	Type 2 LN	Substructure
G52937XP	GGM.000002	Type 2 LN2	Substructure
G52937XP	GGM.000003	I antigen	Substructure
G52937XP	GGM.000005	Type 1 LN	Substructure
G52937XP	GGM.000006	Type 1 LN2	Substructure
G52937XP	GGM.000018	Lewis x	Substructure
G52937XP	GGM.000019	Lewis y	Substructure
G52937XP	GGM.000020	Lewis a	Substructure
G52937XP	GGM.000021	Lewis b	Substructure
G52937XP	GGM.000036	Blood group H (type 2)	Substructure
G52937XP	GGM.000042	Blood group H (type 1)	Substructure
G52937XP	GGM.000045	Blood group H (type 2) - Lewis y	Substructure
G52951VH	GGM.000001	Type 2 LN	Substructure
G52951VH	GGM.000005	Type 1 LN	Substructure
G52951VH	GGM.000018	Lewis x	Substructure
G52951VH	GGM.000020	Lewis a	Substructure
G52951VH	GGM.000022	Sialyl Lewis x	Nonreducing-End
G52951VH	GGM.000024	Sialyl Lewis a	Nonreducing-End
G52951VH	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G52956BX	GGM.000001	Type 2 LN	Substructure
G52956BX	GGM.000036	Blood group H (type 2)	Substructure
G52960IE	GGM.000001	Type 2 LN	Substructure
G52961JQ	GGM.000001	Type 2 LN	Substructure
G52961JQ	GGM.000018	Lewis x	Substructure
G52962ZI	GGM.000001	Type 2 LN	Substructure
G52962ZI	GGM.000005	Type 1 LN	Substructure
G52962ZI	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G52964JR	GGM.000005	Type 1 LN	Substructure
G52964JR	GGM.000042	Blood group H (type 1)	Substructure
G52964JR	GGM.000044	Blood group A (type 1)	Substructure
G52965YW	GGM.000001	Type 2 LN	Substructure
G52966FX	GGM.000067	Lactotriaosylceramide	Whole-Glycan
G52967NB	GGM.000095	GM2	Whole-Glycan
G52970XM	GGM.000001	Type 2 LN	Substructure
G52970XM	GGM.000005	Type 1 LN	Substructure
G52970XM	GGM.000015	a-Gal antigen	Substructure
G52971BE	GGM.000001	Type 2 LN	Substructure
G52971BE	GGM.000005	Type 1 LN	Substructure
G52971DE	GGM.000001	Type 2 LN	Substructure
G52971DE	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G52971SZ	GGM.000001	Type 2 LN	Substructure
G52971SZ	GGM.000002	Type 2 LN2	Substructure
G52971SZ	GGM.000018	Lewis x	Substructure
G52972TJ	GGM.000001	Type 2 LN	Substructure
G52972TJ	GGM.000002	Type 2 LN2	Substructure
G52972TJ	GGM.000003	I antigen	Substructure
G52972TJ	GGM.000005	Type 1 LN	Substructure
G52972TJ	GGM.000006	Type 1 LN2	Substructure
G52972TJ	GGM.000036	Blood group H (type 2)	Substructure
G52972TJ	GGM.000042	Blood group H (type 1)	Substructure
G52973CH	GGM.000015	a-Gal antigen	Substructure
G52983LI	GGM.000001	Type 2 LN	Substructure
G52983LI	GGM.000005	Type 1 LN	Substructure
G52983LI	GGM.000018	Lewis x	Substructure
G52983LI	GGM.000020	Lewis a	Substructure
G52984PW	GGM.000001	Type 2 LN	Substructure
G52984PW	GGM.000005	Type 1 LN	Substructure
G52984PW	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G52993TN	GGM.000001	Type 2 LN	Substructure
G52993TN	GGM.000005	Type 1 LN	Substructure
G52993TN	GGM.000018	Lewis x	Substructure
G52994CS	GGM.000001	Type 2 LN	Substructure
G53000BS	GGM.000001	Type 2 LN	Substructure
G53000RQ	GGM.000001	Type 2 LN	Substructure
G53002EK	GGM.000001	Type 2 LN	Substructure
G53002EK	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G53010IM	GGM.000001	Type 2 LN	Substructure
G53010IM	GGM.000018	Lewis x	Substructure
G53013IT	GGM.000001	Type 2 LN	Substructure
G53013IT	GGM.000036	Blood group H (type 2)	Substructure
G53013JP	GGM.000001	Type 2 LN	Substructure
G53014ED	GGM.000001	Type 2 LN	Substructure
G53014ED	GGM.000005	Type 1 LN	Substructure
G53014ED	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G53017UR	GGM.000001	Type 2 LN	Substructure
G53023PP	GGM.000001	Type 2 LN	Substructure
G53023PP	GGM.000018	Lewis x	Substructure
G53028BV	GGM.000001	Type 2 LN	Substructure
G53028BV	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G53031HD	GGM.000001	Type 2 LN	Substructure
G53031JB	GGM.000001	Type 2 LN	Substructure
G53031QB	GGM.000001	Type 2 LN	Substructure
G53031QB	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G53031QB	GGM.000051	Sda/CT antigen	Substructure
G53032HU	GGM.000001	Type 2 LN	Substructure
G53034PL	GGM.000001	Type 2 LN	Substructure
G53034PL	GGM.000002	Type 2 LN2	Substructure
