glytoucan_acc	glytoucan_type	glycan_mass	glycan_permass	base_composition	composition	topology	monosaccharides
G38539SC	Composition	965.333594075	1217.61529533	G15864IF	G38539SC		4
G38540XA	Topology	2044.69754491	2577.29224757	G83460ZZ	G33970PJ	G38540XA	12
G38540XH	Topology	1259.46506188	1567.80936342	G80475RE	G16650JL	G38540XH	7
G38541LS	Saccharide	2733.97311086	3392.70866415	G25569EP	G59699IB	G60282LL	14
G38549YL	Saccharide	2167.77719222	2700.37189489	G14368ET	G79301FF	G35294NE	12
G38552LX	Saccharide	633.211628335	815.415079245	G62055US	G35498QW	G19024QK	3
G38557KR	Saccharide	487.153719465	641.325870235	G46997ZB	G91226ME	G55613KX	2
G38569ZQ	Saccharide	828.2746822	1066.54073339	G84322TE	G87830MO	G06028TA	5
G38581WN	Topology	1259.46506188	1567.80936342	G80475RE	G55710AV	G38581WN	7
G38582HO	Saccharide	748.27495691	944.49405789	G53434XO	G13934DF	G23752ET	4
G38584AL	Topology	937.375064955	1175.64111614	G02612GE	G32286UR	G38584AL	5
G38586WN	Saccharide	1890.66104015	2367.19314253	G60644BF	G51149EA	G55036HU	10
G38590XT	Saccharide	1640.59217262	2047.04602465	G10486CT	G73811LP	G23934NS	9
G38600NL	Topology	2370.85656483	2959.51386777	G61539RU	G35844JR	G38600NL	12
G38601ZL	Saccharide	894.33286578	1118.5832669	G93579XB	G12641NB	G19483CU	5
G38602GT	Topology	1015.35914017	1281.65649151	G25928EE	G88353XM	G38602GT	6
G38611TY	Saccharide	2445.91374541	3034.57104835	G46327XR	G22657OF	G89097OO	14
G38618HZ	Saccharide	1462.54443449	1812.93568624	G25987BV	G69032VE	G96594UJ	8
G38624LQ	Saccharide	1193.4068783	1515.76682992	G05645NK	G53697BI	G35218BT	7
G38624RV	Saccharide	3332.15885876	4145.06656282	G74051XK	G08748WO	G37338GE	16
G38625SV	Saccharide	2263.80955499	2810.41990773	G79504ED	G58221RE	G01722AX	11
G38626VI	Composition	1640.59217262	2047.04602465	G10486CT	G38626VI		9
G38630WM	Saccharide	1031.35405481	1311.6670562	G53969DE	G87893AL	G42300KY	6
G38632WX	Topology	2588.9356031	3205.62420618	G72601ZT	G49241TZ	G38632WX	14
G38637SA	Saccharide	2879.01061863	3579.79312213	G98715EM	G58318SA	G26085RC	14
G38638WU	Saccharide	1056.38568928	1322.68304061	G20956ZV	G23088YX	G11877AW	6
G38641HA	Saccharide	2046.71319498	2593.32354771	G20131KD	G16275ZD	G53817DS	12
G38641UG	Saccharide	1201.29965279	1453.58135406	G06346LX	G13188BW	G77561CU	5
G38643HC	Saccharide	2790.9945746	3463.74577796	G13507RY	G16591FM	G31140SV	14
G38643YG	Composition	2530.89373826	3147.58234134	G86886TH	G38643YG		13
G38655UZ	Saccharide	1989.7294541	2466.26155647	G85740DB	G64730RH	G46129EO	11
G38658JL	Saccharide	2879.01061863	3579.79312213	G98715EM	G58318SA	G26085RC	14
G38659HF	Saccharide	2499.89915797	3102.57211097	G97002XV	G65761OP	G70091CH	13
G38664NZ	Saccharide	2011.64440384	2474.16085616	G38664NZ			10
G38667YB	Saccharide	1478.53934912	1842.94625094	G72787SB	G77297OU	G75454NU	8
G38667ZB	Saccharide	2442.87769423	3031.53499717	G17168EK	G44930VK	G25839JN	13
G38668MS	Saccharide	894.33286578	1118.5832669	G93579XB	G40076YB	G32537PS	5
G38668OJ	Saccharide	1188.42794808	1482.75659955	G42032FN	G54509QP	G45682JX	7
G38673OR	Saccharide	504.1690352	658.34118597	G39365VM	G86570NJ	G81032PV	3
G38680WX	BaseComposition	3158.16757291	3886.98137656	G38680WX			18
G38682DV	Saccharide	1478.53934912	1842.94625094	G72787SB	G14445VK	G02654ED	8
G38684VZ	Saccharide	1824.64057942	2273.14138166	G97517NT	G83574PF	G67129FV	8
G38686NY	Saccharide	1761.61844701	2210.11924926	G13144LI	G94213WH	G37330XC	10
G38687ZS	Saccharide	1396.48625091	1760.89315273	G41247ZX	G62239ZY	G55763TO	8
G38695AD	Topology	2046.75091783	2537.29867028	G43769HG	G19504QQ	G38695AD	11
G38695WE	Saccharide	649.206542965	845.425643945	G30664IS	G64818UY	G13697BC	3
G38697HB	Saccharide	1154.43370212	1434.74670352	G29063QY	G31615QY	G72090PJ	6
G38702PM	Saccharide	2061.7505835	2552.29833594	G96356PZ	G96104TD	G52512BG	11
G38710SX	Saccharide	1289.43924107	1625.81484275	G77976VJ	G39632CM	G68514DJ	6
G38717BZ	Topology	2749.9680255	3422.71922885	G44765PA	G24211OH	G38717BZ	14
G38722VX	Saccharide	1330.46579018	1666.84139186	G00390GQ	G28287CO	G70649KP	6
G38738YC	Saccharide	2296.81978536	2857.44578816	G52478RN	G52223PR	G17366CP	12
G38746TV	Saccharide	1113.40715301	1393.72015442	G57317CE	G07595HH	G59325ZF	6
G38753CE	Topology	3231.18395128	3988.02905506	G15881BW	G35527OZ	G38753CE	18
G38753OV	Saccharide	1989.7294541	2466.26155647	G85740DB	G64730RH	G37556DJ	11
G38754AX	Saccharide	1407.53862082	1757.92987257	G06189KA	G77711DZ		8
G38754EC	Composition	1072.38060391	1352.69360531	G92050GC	G38754EC		6
G38755RX	Composition	951.354329515	1189.6203807	G73004SD	G38755RX		5
G38756OC	Saccharide	2005.72436873	2496.27212117	G60033FS	G91161EQ	G91496ML	11
G38767OS	Saccharide	1056.38568928	1322.68304061	G20956ZV	G26614JB		6
G38769OU	BaseComposition	1364.49642165	1700.87202333	G38769OU			8
G38776RF	Saccharide	180.0633882	250.14163855	G81399MY		G38776RF	1
G38788CP	Saccharide	1519.56589823	1883.97280004	G49955PK	G38788CP		8
G38800CP	Saccharide	2646.97746794	3263.66607102	G34852SB	G28483HE	G66422TW	15
G38802WX	Saccharide	789.301506015	985.520606995	G88713AC	G08017ND	G34797CS	4
G38807DH	Saccharide	666.2218587	862.44095968	G90306QO	G88288TV	G95986XI	4
G38812YS	Saccharide	896.34851585	1134.61456704	G00229TF	G42231PV	G88938QF	5
G38826DG	Saccharide	1437.51280002	1801.91970183	G33609NS	G38826DG		8
G38838JQ	Saccharide	504.1690352	658.34118597	G39365VM	G39466FU	G94822NJ	3
G38843SX	Saccharide	1683.6343718	2104.1038739	G50558OY	G58155VH	G69655PI	9
G38844NT	Saccharide	312.105647	410.21519749	G25325JY	G96227FY	G09043LP	2
G38849GM	Saccharide	2588.9356031	3205.62420618	G72601ZT	G49241TZ	G73552VC	14
G38851IY	Topology	2222.78300589	2769.39335862	G49174JP	G73366EA	G38851IY	11
G38852IM	Saccharide	980.20971549	1162.4131664	G20710WH	G88370GO	G56318CD	4
G38858TY	Saccharide	545.195584305	699.367735075	G05394UY	G22331NZ	G68004CD	3
G38859XU	Saccharide	1040.39077465	1292.67247591	G51210WZ	G72933YZ		6
G38861VL	Topology	879.333200115	1117.5992513	G39041KZ	G09327UV	G38861VL	4
G38867AF	Saccharide	1802.60208542	2195.04028738	G89430VM	G40472ES	G40401IO	9
G38876MH	Topology	2370.85656483	2945.4982177	G43669FQ	G57860PF	G38876MH	13
G38883ZX	Saccharide	1712.61330202	2133.08280412	G50616BB	G25509HT	G15921HT	9
G38887TM	Saccharide	1330.46579018	1666.84139186	G00390GQ	G28287CO	G70649KP	6
G38901GU	Saccharide	2881.0262687	3595.82442227	G65117IS	G78221KA	G25467PR	14
G38906IJ	Topology	2312.81469999	2887.45635286	G77131CL	G67443AS	G38906IJ	12
G38909RH	Saccharide	3423.21095397	4250.1343081	G08078GR	G50187ST	G51891UT	18
G38919QI	Saccharide	1761.61844701	2210.11924926	G13144LI	G13315PB	G46760RW	10
G38921MU	Saccharide	547.211234375	715.399035215	G88144AT	G92400XR	G76081JY	3
G38941QE	Saccharide	1275.45997651	1597.81992812	G57776ZU	G40976UX	G84122MP	7
G38942QM	Saccharide	1396.48625091	1760.89315273	G41247ZX	G28830ZA	G55430NA	8
G38944HT	Topology	2005.72436873	2496.27212117	G60033FS	G50293LU	G38944HT	11
G38946SH	Saccharide	3390.2007236	4203.10842766	G35280FV	G65937TS		17
G38949DT	Saccharide	1161.41704904	1455.74570052	G08691QG	G86531QZ	G67648HS	7
G38955TH	Saccharide	2239.79832162	2786.40867436	G92357TM	G98433CL	G40589XV	12
G38960EZ	Saccharide	3827.35404911	4738.37130366	G60351DX	G51146HY	G85369RB	19
G38963PP	Saccharide	529.200669675	669.357170375	G54129SE	G02497EU	G98013XS	3
G38966ID	Saccharide	1261.48071195	1583.84066356	G45851AI	G05462CI	G48328PS	7
G38968MF	Topology	1582.55030778	1989.00415981	G83747TS	G33151PY	G38968MF	8
G38972TX	BaseComposition	4776.69272856	5911.96038422	G38972TX			24
G38974XL	Saccharide	894.33286578	1118.5832669	G93579XB	G12641NB	G19483CU	5
G38977DN	Saccharide	2370.85656483	2945.4982177	G43669FQ	G57860PF	G38876MH	13
G38978PR	Saccharide	1624.59725799	2017.03545995	G59937CP	G75960US	G66250AO	9
G38979OV	Topology	312.105647	410.21519749	G25325JY	G71058CB	G38979OV	2
G38979QD	Saccharide	1259.46506188	1567.80936342	G80475RE	G09140IH	G40932HD	7
G38988JN	Topology	1827.6766306	2262.16178277	G68318VE	G80294ZS	G38988JN	10
G38991ZO	Saccharide	422.082542625		G50999NW	G38991ZO		2
G38995BE	Saccharide	836.29100094	1060.54140206	G63053UD	G62828VD	G82388AD	4
G38997JB	Saccharide	2955.08820031	3641.85505374	G22589VJ	G50599NT	G85922RK	17
G38999IM	Saccharide	164.06847357	220.13107385	G02438LG	G78318TC	G07006BT	1
G39005ZB	Saccharide	2719.9938463	3364.71374952	G17650MH	G34399PU		15
G39006UT	Topology	634.976819065		G13964NK	G55859DV	G39006UT	2
G39011KA	Saccharide	504.1690352	658.34118597	G39365VM	G09269CO	G75437VC	3
G39011RO	Topology	717.280376615	913.499477595	G31629OB	G17142OC	G39011RO	3
G39011WZ	Saccharide	1478.53934912	1842.94625094	G72787SB	G75216TK	G75842YX	8
G39013EV	Topology	1582.55030778	1989.00415981	G83747TS	G33151PY	G39013EV	8
G39018CC	Saccharide	3025.0685275	3753.88233114	G13300LP	G28352HT	G01972UA	15
G39020WZ	Saccharide	3450.25823851	4263.16594258	G08578KJ	G80667OY	G84546UV	19
G39023AU	Saccharide	529.200669675	669.357170375	G54129SE	G02497EU	G22725MK	3
G39027MU	Saccharide	2222.78300589	2769.39335862	G49174JP	G94649IC	G97599MN	11
G39029JR	Saccharide	1884.69809433	2333.19889657	G25079LO	G11853YG	G23076XS	10
G39035OI	Saccharide	3027.08417757	3769.91363128	G66403JV	G19326PJ	G43454YS	15
G39040YX	Saccharide	877.317550045	1101.56795117	G85811SG	G11785HS	G40113NV	4
G39041KZ	BaseComposition	879.333200115	1117.5992513	G39041KZ			4
G39047SF	Topology	1640.59217262	2047.04602465	G10486CT	G73811LP	G39047SF	9
G39049JX	Topology	1560.55472448	1981.02422658	G91621FZ	G91614MN	G39049JX	9
G39055CL	Saccharide	504.1690352	658.34118597	G39365VM	G29136NI	G41305CU	3
G39056PQ	Saccharide	2953.0473981	3667.84555167	G27898DM	G88089PY	G36189TM	15
G39062YR	Saccharide	1624.59725799	2017.03545995	G59937CP	G68013XJ	G83618DQ	9
G39064UK	Topology	1480.55499919	1858.97755108	G85941OR	G58768YX	G39064UK	8
G39064VB	Saccharide	529.200669675	669.357170375	G54129SE	G02497EU	G98013XS	3
G39065HZ	Saccharide	1640.59217262	2047.04602465	G10486CT	G73811LP	G23934NS	9
G39068FB	Saccharide	477.078839955	575.188390445	G32779HW	G39068FB		2
G39070AV	Topology	1404.50256965	1754.8938214	G49155EM	G05387BJ	G39070AV	7
G39072GL	Saccharide	488.17412057	628.33062127	G89864HJ	G58169SI	G99029QP	3
G39074KN	Saccharide	707.248407805	903.467508785	G08590QR	G47270FQ	G97048GO	4
G39075QA	Saccharide	3228.14790011	3999.00865396	G91115CE	G73489RN	G99510YX	16
G39089YD	Saccharide	1259.46506188	1567.80936342	G80475RE	G09140IH	G40932HD	7
G39100MY	Saccharide	3340.17517751	4139.06723149	G58166FL	G89265JH	G82463EY	15
G39111QK	Saccharide	1720.59189791	2169.09270015	G62765YT	G21194PE	G59387RE	10
G39113GN	Topology	586.22213341	740.39428418	G58001LT	G59848RU	G39113GN	3
G39115ZT	Topology	676.25382751	872.47292849	G42513HD	G56335QN	G39115ZT	3
G39116LG	Saccharide	2264.8299561	2797.42465876	G63205FU	G82955GG	G30571QM	12
G39119ZF	Saccharide	2044.69754491	2577.29224757	G83460ZZ	G33970PJ	G92783HT	12
G39125ND	Topology	1188.42794808	1482.75659955	G42032FN	G54509QP	G39125ND	7
G39125OY	Saccharide	2850.05684054	3508.79239383	G33635AG	G19889XB	G75266MF	16
G39130DL	Saccharide	586.22213341	740.39428418	G58001LT	G59848RU	G96174JO	3
G39136MQ	Saccharide	1058.40133935	1338.71434075	G73134BJ	G43523SA	G02089YL	6
G39144DK	Composition	2409.86746387	2984.50911674	G58271GK	G39144DK		12
G39167RG	Saccharide	3165.1257677	3935.98652155	G19512II	G67398LQ	G03058JW	18
G39172HB	Topology	2426.8827796	3001.52443247	G80713LY	G09305UU	G39172HB	13
G39172SO	Saccharide	3722.32268935	4605.30864376				18
G39174FS	Saccharide	2206.75036841	2781.39202128	G58087IP	G57566HS	G22459JR	13
G39181YB	Saccharide	1827.6766306	2262.16178277	G68318VE	G80294ZS	G48793MR	10
G39183DW	Saccharide	2953.0473981	3667.84555167	G27898DM	G88089PY	G36189TM	15
G39188CA	Saccharide	1305.4341557	1655.82540745	G74962OJ	G43004SD	G74778UV	6
G39192YG	Topology	1042.40642472	1308.70377605	G87059LM	G29507HD	G39192YG	6
G39197KC	Saccharide	878.33795115	1088.5727022	G05460KC	G54109CJ	G56054RC	5
G39203UC	Saccharide	1097.41223838	1363.70958971	G02809YH	G59768MW	G86043DD	6
G39208KU	Topology	424.16930991	536.29451047	G27391WQ	G94131HY	G39208KU	2
G39211DH	Saccharide	675.258578545	843.446379385	G82458HY	G22979OY	G27653YS	4
G39213VZ	Saccharide	1316.48652562	1638.84647723	G35029YA	G15843XU	G78607HP	7
G39220EG	Saccharide	504.1690352	658.34118597	G39365VM	G89489JX	G68750IZ	3
G39220OK	Topology	1558.53907441	1964.99292644	G31852PQ	G45552IY	G39220OK	9
G39225VJ	Saccharide	545.195584305	699.367735075	G05394UY	G03102IC	G75621XF	3
G39229GR	Saccharide	2313.8351011	2874.4611039	G85987RP	G11787WA	G02115LJ	13
G39246IG	Saccharide	1097.41223838	1363.70958971	G02809YH	G59768MW	G86043DD	6
G39247UK	Saccharide	2189.77277553	2722.36747818	G30182GR	G68802OI	G68541BJ	10
G39248DW	Topology	1722.60754798	2185.12400029	G81920XN	G39428SI	G39248DW	10
G39253LL	Saccharide	1218.43851278	1526.78281432	G82364UA	G32116PG	G00396DP	7
G39258JD	Topology	666.178948	806.3354487	G32406CO	G33589DL	G39258JD	3
G39258LN	BaseComposition	4180.52263073	5161.61813563	G39258LN			23
G39260YH	Composition	3041.06344213	3783.89289584	G01883MR	G39260YH		15
G39262WS	Saccharide	383.142760805	495.267961365	G43417UB	G08749AK	G80981NI	2
G39272PO	Saccharide	750.29060698	960.52535803	G05273UJ	G59384WC	G39583HW	4
G39283IB	Saccharide	1772.67081693	2207.1559691	G93170PH	G59437VP		10
G39287HF	Saccharide	877.317550045	1101.56795117	G85811SG	G81851QZ	G39287HF	4
G39289DE	Saccharide	990.3275057	1270.6405071	G32030CB	G00803PJ	G41960WS	6
G39293VJ	Saccharide	674.23817744	856.44162835	G22312GP	G37772BP	G90852NI	3
G39294YF	Saccharide	820.29608631	1030.53083736	G42932DS	G58879PQ	G50236GJ	4
G39298CN	Saccharide	1786.65008149	2221.13523366	G83555HU	G18140UF	G66931JN	10
G39298RF	Saccharide	2118.77204723	2623.33544975	G26469QK	G51359PF	G72172MU	11
G39299DH	Saccharide	2587.915202	3218.61945515	G34447YB	G60942FK	G08875HF	13
G39303GP	Topology	1113.40715301	1393.72015442	G57317CE	G07595HH	G39303GP	6
G39305NP	Saccharide	1975.75018954	2452.28229192	G04190CM	G92914YI	G71378JW	11
G39306TC	Composition	3722.32268935	4605.30864376	G63850ZW	G39306TC		18
G39308XN	Saccharide	2735.98876094	3394.72431423	G75568BH	G55033UT	G81317ZG	15
G39309FI	Saccharide	2280.82487073	2827.43522346	G81088WT	G38161UJ	G88136UV	12
G39318DL	Saccharide	2080.7815493	2585.34495182	G41418IH	G96730JA	G65767VX	12
G39318IJ	Saccharide	1396.48625091	1760.89315273	G41247ZX	G28830ZA	G87354OO	8
G39320DU	Saccharide	837.311402045	1047.54615309	G67199LR	G08600PN	G22192GQ	5
G39326PP	Saccharide	1243.47014726	1537.79879873	G61099GA	G06194QO	G50183RQ	7
G39329TJ	BaseComposition	634.23202944	802.41983028	G39329TJ			4
G39335NM	Topology	1318.50217569	1654.87777737	G26195QL	G13334HZ	G39335NM	7
G39338NX	Saccharide	1882.64472141	2373.19247386	G80920RR	G14351DY	G42403ST	11
G39340CD	Saccharide	3520.26371785	4347.18707197	G56974XT	G94295ZU	G59373MO	18
G39344CL	Saccharide	1931.68758926	2408.21969164	G15175QG	G32207JL	G37427AX	10
G39355VF	Saccharide	1917.7083247	2394.24042708	G02666WC	G63966XB	G48340QU	10
G39365VM	BaseComposition	504.1690352	658.34118597	G39365VM			3
G39372YR	Saccharide	2135.78736296	2640.35076549	G29651HS	G87661QW	G68020TD	12
G39374GZ	Saccharide	2175.79351097	2694.37256355	G66717CC	G40534LY	G88931YV	11
G39374MZ	Topology	1000.35947451	1280.67247591	G50552TH	G60324JV	G39374MZ	5
G39376AB	Saccharide	1314.4331527	1678.84005452	G97591GH	G61307IR	G94887MJ	8
G39377DE	Saccharide	2077.74549812	2582.30890064	G70382FA	G40436IV	G32340DX	11
G39377JQ	Saccharide	2513.87842253	3130.56702561	G84044GC	G88057TN	G72179WW	12
G39383KR	Saccharide	1558.53907441	1964.99292644	G31852PQ	G45552IY	G22876ZV	9
G39383TH	Composition	924.30704497	1176.58874623	G82688EZ	G39383TH		4
G39394CW	Saccharide	1802.60208542	2195.04028738	G22336TM	G39394CW		9
G39397SW	Saccharide	2400.83074402	3003.50369703	G53218VX	G44787MY	G98932VQ	12
G39398MG	Topology	2619.90503126	3278.64058454	G48475CO	G61641LL	G39398MG	13
G39401ES	Saccharide	757.275291245		G41170CG	G48957JP	G87331DO	3
G39401OQ	Saccharide	2280.82487073	2827.43522346	G81088WT	G08819PX		12
G39402EG	Saccharide	707.248407805	903.467508785	G08590QR	G40866TN	G10012HK	4
G39407WQ	Saccharide	1722.60754798	2185.12400029	G81920XN	G39428SI	G55462TF	10
G39408YK	Saccharide	2151.78227759	2670.36133019	G44211QA	G15715XI	G57259SQ	12
G39422JF	Saccharide	791.317156085	1001.55190713	G79500ZM	G80517ZY	G15209ON	4
G39426YT	Saccharide	326.12129707	424.23084756	G08453HV	G61197BF	G54779BT	2
G39428SI	Composition	1722.60754798	2185.12400029	G81920XN	G39428SI		10
G39431MA	Saccharide	1874.66612552	2337.18257783	G15075HJ	G69492TQ	G67302OM	10
G39432WE	Saccharide	910.32778041	1148.5938316	G28681TP	G71678CK	G11881OO	5
G39437XQ	Saccharide	1599.52271281	1949.91396456	G63273GB	G46827KB	G18084RK	8
G39438KB	Composition	2087.77746694	2578.32521938	G34029GR	G39438KB		11
G39439UR	Saccharide	1712.61330202	2133.08280412	G50616BB	G25509HT	G02340QD	9
G39441NS	Saccharide	666.2218587	862.44095968	G90306QO	G88288TV	G92495JT	4
G39442TM	Topology	675.258578545	843.446379385	G82458HY	G17991UN	G39442TM	4
G39444QC	Saccharide	2809.03029144	3467.76584473	G42789YX	G93138GI	G07107DH	16
G39446WN	BaseComposition	1437.51280002	1801.91970183	G39446WN			8
G39447YE	Composition	2409.86746387	2984.50911674	G58271GK	G39447YE		12
G39448BE	Saccharide	990.3275057	1270.6405071	G32030CB	G59062KT	G01544LX	6
G39448FW	BaseComposition	1609.59759233	2016.05144436	G39448FW			8
G39452ZZ	Saccharide	2151.78227759	2670.36133019	G44211QA	G15715XI	G10328BW	12
G39453SO	Saccharide						
G39456KE	Composition	2239.79832162	2786.40867436	G92357TM	G39456KE		12
G39465KG	Saccharide	2648.99311801	3279.69737116	G35035EJ	G44127GY	G71768PM	15
G39466FU	Composition	504.1690352	658.34118597	G39365VM	G39466FU		3
G39471UU	BaseComposition	3101.12095704	3843.95041075	G39471UU			17
G39473HX	Saccharide	2198.72886182	2689.27661427	G21331WE	G00087BY	G12219ZP	11
G39476HB	Topology	1802.64499612	2251.14579836	G02886BB	G55285GU	G39476HB	10
G39477LE	Saccharide	1948.65999429	2369.12949639	G39477LE			10
G39478RR	Saccharide	1558.53907441	1964.99292644	G31852PQ	G45552IY	G68588ED	9
G39482HK	Saccharide	2370.85656483	2959.51386777	G61539RU	G35844JR	G38600NL	12
G39484PO	Topology	2028.61680888	2435.07066091	G71640LP	G37384PG	G39484PO	10
G39484WM	Saccharide	1363.47602054	1713.86727229	G04371QE	G75178ER	G27204KU	7
G39490MO	Topology	1185.42828241	1479.75693389	G97887RK	G94827CQ	G39490MO	6
G39491KP	Saccharide	260.029719125		G06829PV	G39491KP		1
G39504IE	Topology	3244.14281473	4029.01921866	G59927DK	G84964XI	G39504IE	16
G39504IG	Saccharide	2296.81978536	2857.44578816	G52478RN	G40556EM	G09811CA	12
G39507NZ	Saccharide	2007.7400188	2512.30342131	G78739DQ	G98759ZF	G60541BC	11
G39509DP	Saccharide	2443.89809534	3018.53974821	G41126SR	G78583CA		14
G39516UK	Saccharide	1390.52330509	1740.91455684	G52256XT	G08852WK	G15935OB	7
G39520FS	Topology	1259.46506188	1567.80936342	G80475RE	G55710AV	G39520FS	7
G39523KI	Saccharide	1550.56047852	1928.98303041	G49695NW	G11764PR	G27602SI	8
G39531LA	Saccharide	2879.01061863	3579.79312213	G98715EM	G58318SA	G26085RC	14
G39540XG	Saccharide	2466.8889276	3055.54623054	G58169DO	G54675YY	G34609IT	12
G39541XZ	Topology	1115.42280308	1409.75145456	G15567JJ	G68576NC	G39541XZ	6
G39558MO	Saccharide	965.333594075	1217.61529533	G15864IF	G38539SC	G35609TJ	4
G39562US	Saccharide	504.1690352	658.34118597	G39365VM	G29136NI	G93391EC	3
G39567LQ	Saccharide	3025.0685275	3753.88233114	G13300LP	G28352HT	G53972TI	15
G39569XI	Saccharide	1056.38568928	1322.68304061	G20956ZV	G23088YX	G94017LW	6
G39570CO	Saccharide	2450.89401297	3025.53566584	G72013QH	G94777TX	G13245FF	12
G39571QG	Saccharide	1115.42280308	1409.75145456	G01047YJ	G85758BW	G50124MK	6
G39578OU	Saccharide	1882.64472141	2373.19247386	G80920RR	G22428GQ	G05479GT	11
G39583HW	Topology	750.29060698	960.52535803	G05273UJ	G59384WC	G39583HW	4
G39584JB	Topology	513.205755045	639.346605675	G73258SZ	G48710HY	G39584JB	3
G39585RN	Saccharide	2969.04231273	3697.85611637	G51163UA	G60832HV	G68622UR	15
G39592HT	Composition	2233.83537581	2752.41442839	G06853GH	G39592HT		12
G39595CR	Saccharide	2475.8879246	3078.56087761	G60743GT	G55137LW	G30128LJ	14
G39600NF	Saccharide	3681.29614024	4564.28209465	G08182IE	G96816KA	G63567OG	18
G39601JQ	Saccharide	2516.9144737	3119.58742671	G49739MP	G83783DS	G04731IF	14
G39602UU	Saccharide	1275.45997651	1597.81992812	G57776ZU	G86288VS	G44298KL	7
G39611QP	Saccharide	1187.44393248	1495.78823403	G05164MI	G13660ED	G41541BW	6
G39614IV	Saccharide	529.200669675	669.357170375	G54129SE	G31112LT	G06501OQ	3
G39615UL	Saccharide	953.369979585	1205.65168084	G98533XR	G07210YT	G92017SL	5
G39617JJ	Saccharide	1882.64472141	2373.19247386	G70101JE	G97496ZX	G05479GT	11
G39623FZ	Saccharide	1521.5815483	1900.00410019	G78480MT	G26321KS	G51861DH	8
G39624AY	Saccharide	1679.5653488	2128.06615105	G45703RF	G65917JH	G51496RL	10
G39624YQ	Saccharide	1388.50765502	1724.8832567	G58590EJ	G30090XJ	G76526WR	7
G39627DZ	Saccharide	1786.65008149	2221.13523366	G83555HU	G01924ZE	G27658AJ	10
G39627QG	Topology	1720.59189791	2169.09270015	G62765YT	G21194PE	G39627QG	10
G39629ZT	Topology	1731.64426783	2166.12942	G95440CQ	G68697SA	G39629ZT	10
G39631KX	Topology	367.147846175	465.257396665	G00194GV	G34329HY	G39631KX	2
G39631PS	Saccharide	2879.01061863	3579.79312213	G98715EM	G58318SA	G26085RC	14
G39632AS	Saccharide	910.32778041	1148.5938316	G28681TP	G04582LB	G62533XK	5
G39632CM	Composition	1289.43924107	1625.81484275	G77976VJ	G39632CM		6
G39634IA	Saccharide	853.306316675	1077.5567178	G54630CD	G82935CH	G57089NP	5
G39637GN	Saccharide	990.3275057	1270.6405071	G32030CB	G59062KT	G01544LX	6
G39645AX	Saccharide	2118.77204723	2623.33544975	G26469QK	G51359PF	G02519WY	11
G39648OW	Saccharide	853.269931165	1077.52033228	G20980JF	G34478PN	G77918XD	5
G39650IP	Saccharide	1099.42788845	1379.74088985	G54878VH	G89650RP		6
G39655AK	Topology	1567.57579425	1945.99834614	G92597CK	G44778AE	G39655AK	9
G39666ZK	Saccharide						
G39668NE	Composition	3977.44325812	4916.49181281	G52687MJ	G39668NE		22
